  152.8284271247	  147.1715728753	    2.0000000000	
  149.2928932188	  143.6360389693	    4.0000000000	
  143.6360389693	  149.2928932188	    4.0000000000	
  147.1715728753	  152.8284271247	    2.0000000000	

  152.8284271247	  147.1715728753	    2.0000000000	
  156.3639610307	  150.7071067812	    4.0000000000	
  150.7071067812	  156.3639610307	    4.0000000000	
  147.1715728753	  152.8284271247	    2.0000000000	

  152.8284271247	  147.1715728753	    2.0000000000	
  156.3639610307	  150.7071067812	    0.0000000000	
  150.7071067812	  156.3639610307	    0.0000000000	
  147.1715728753	  152.8284271247	    2.0000000000	

  152.8284271247	  147.1715728753	    2.0000000000	
  149.2928932188	  143.6360389693	    0.0000000000	
  143.6360389693	  149.2928932188	    0.0000000000	
  147.1715728753	  152.8284271247	    2.0000000000	

  152.8284271247	  147.1715728753	    2.0000000000	
  149.2928932188	  143.6360389693	    4.0000000000	
  143.6360389693	  149.2928932188	    4.0000000000	
  147.1715728753	  152.8284271247	    2.0000000000	

