   34.8492424049	   50.5060966544	    4.0000000000	
   33.8139662245	   46.6423933493	    4.0000000000	
   33.8139662245	   46.6423933493	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

   34.8492424049	   50.5060966544	    4.0000000000	
   37.6775713770	   47.6776958296	    4.0000000000	
   37.6775713770	   47.6776958296	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

   34.8492424049	   50.5060966544	    4.0000000000	
   38.7128475574	   51.5413991347	    4.0000000000	
   38.7128475574	   51.5413991347	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

   34.8492424049	   50.5060966544	    4.0000000000	
   35.8845185853	   54.3697999596	    4.0000000000	
   35.8845185853	   54.3697999596	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

   34.8492424049	   50.5060966544	    4.0000000000	
   32.0209134329	   53.3344974792	    4.0000000000	
   32.0209134329	   53.3344974792	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

   34.8492424049	   50.5060966544	    4.0000000000	
   30.9856372524	   49.4707941741	    4.0000000000	
   30.9856372524	   49.4707941741	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

   34.8492424049	   50.5060966544	    4.0000000000	
   33.8139662245	   46.6423933493	    4.0000000000	
   33.8139662245	   46.6423933493	    6.0000000000	
   34.8492424049	   50.5060966544	    6.0000000000	

